대분류,부처,부서,게시판,URL,Crawler 구분,wrap_tag,title_tag,time_tag,time_re,trim_str,url_flag,session
,경영학부,경영학,SBS소식,http://sbs.sogang.ac.kr/front/cmsboardlist.do?siteId=sbs&bbsConfigFK=2021,1,,,,,,,
,경영학부,경영학,채용정보,http://sbs.sogang.ac.kr/front/cmsboardlist.do?siteId=sbs&bbsConfigFK=2020,1,,,,,,,
,연계전공,교육문화학,공지사항,http://educulture.sogang.ac.kr/front/cmsboardlist.do?siteId=educulture&bbsConfigFK=1201,1,,,,,,,
,연계전공,스타트업,공지사항,http://scc.sogang.ac.kr/front/cmsboardlist.do?siteId=ssa&bbsConfigFK=2369,1,,,,,,,
,연계전공,여성학,공지사항,http://gender.sogang.ac.kr/front/cmsboardlist.do?siteId=gender&bbsConfigFK=541,1,,,,,,,
,연계전공,융합소프트웨어,공지사항,http://scsctrack.sogang.ac.kr/front/cmsboardlist.do?siteId=scsctrack&bbsConfigFK=2646,1,,,,,,,
,연계전공,융합소프트웨어,취업수기,http://scsctrack.sogang.ac.kr/front/cmsboardlist.do?currentPage=1&searchField=ALL&searchValue=&searchLowItem=ALL&bbsConfigFK=2647&siteId=scsctrack,,,,,,,TRUE,
,연계전공,동남아시아학,수업공지,http://seasia.sogang.ac.kr/front/cmsboardlist.do?siteId=seasia&bbsConfigFK=2288,1,,,,,,,
,연계전공,동남아시아학,학과공지,http://seasia.sogang.ac.kr/front/cmsboardlist.do?siteId=seasia&bbsConfigFK=2289,1,,,,,,,
,연계전공,동남아시아학,학과행정,http://seasia.sogang.ac.kr/front/cmsboardlist.do?siteId=seasia&bbsConfigFK=2291,1,,,,,,,
,연계전공,동남아시아학,행사공지,http://seasia.sogang.ac.kr/front/cmsboardlist.do?siteId=seasia&bbsConfigFK=2047,1,,,,,,,
,연계전공,동남아시아학,업무사항,http://seasia.sogang.ac.kr/front/cmsboardlist.do?siteId=seasia&bbsConfigFK=2290,1,,,,,,,
,연계전공,빅데이터 사이언스,공지사항,http://bds.sogang.ac.kr/front/cmsboardlist.do?siteId=bds&bbsConfigFK=2067,1,,,,,,,
,연계전공,인공지능,공지사항,http://ai.sogang.ac.kr/front/cmsboardlist.do?siteId=ai&bbsConfigFK=2066,1,,,,,,,
,교직과정,교직과정,공지사항,http://teaching.sogang.ac.kr/front/cmsboardlist.do?siteId=teaching&bbsConfigFK=1171,1,,,,,,,
,연구실 안전관리센터,연구실 안전관리센터,공지사항,http://safety.sogang.ac.kr/bbs/bbslist.do?forword=&wslID=safety&bbsid=841,,,,,,,,
고시준비반,고시준비반,토마스모어관,공지사항,http://tgosi.sogang.ac.kr/front/cmsboardlist.do?siteId=tgosi&bbsConfigFK=1105,1,,,,,,,
,고시준비반,토마스모어관,공인회계사반,http://tgosi.sogang.ac.kr/front/cmsboardlist.do?siteId=tgosi&bbsConfigFK=1109,1,,,,,,,
,고시준비반,토마스모어관,변호사시험반(법전원),http://tgosi.sogang.ac.kr/front/cmsboardlist.do?siteId=tgosi&bbsConfigFK=1110,1,,,,,,,
,고시준비반,토마스모어관,변리사반,http://tgosi.sogang.ac.kr/front/cmsboardlist.do?siteId=tgosi&bbsConfigFK=1111,1,,,,,,,
,고시준비반,토마스모어관,언론사시험반,http://tgosi.sogang.ac.kr/front/cmsboardlist.do?siteId=tgosi&bbsConfigFK=1112,1,,,,,,,
,고시준비반,토마스모어관,외교관후보자시험반,http://tgosi.sogang.ac.kr/front/cmsboardlist.do?siteId=tgosi&bbsConfigFK=1113,1,,,,,,,
,고시준비반,토마스모어관,5급 공재 시험반,http://tgosi.sogang.ac.kr/front/cmsboardlist.do?siteId=tgosi&bbsConfigFK=1114,1,,,,,,,
총학,총학생회,대학총학생회,공지사항,http://student.sogang.ac.kr/front/cmsboardlist.do?siteId=student&bbsConfigFK=2847,1,,,,,,,
,총학생회,대학총학생회,소식,http://student.sogang.ac.kr/front/cmsboardlist.do?siteId=student&bbsConfigFK=3227,1,,,,,,,
,총학생회,대학총학생회,제휴,http://student.sogang.ac.kr/front/cmsboardlist.do?siteId=student&bbsConfigFK=3226,1,,,,,,,
,총학생회,대학총학생회,회/세칙,http://student.sogang.ac.kr/front/cmsboardlist.do?siteId=student&bbsConfigFK=2866,1,,,,,,,
,총학생회,대학총학생회,전체학생총회,http://student.sogang.ac.kr/front/cmsboardlist.do?siteId=student&bbsConfigFK=2867,1,,,,,,,
,총학생회,대학총학생회,전체학생대표자회의,http://student.sogang.ac.kr/front/cmsboardlist.do?siteId=student&bbsConfigFK=2868,1,,,,,,,
,총학생회,대학총학생회,중앙운영위원회,http://student.sogang.ac.kr/front/cmsboardlist.do?siteId=student&bbsConfigFK=2869,1,,,,,,,
,총학생회,대학총학생회,재정심의위원회,http://student.sogang.ac.kr/front/cmsboardlist.do?siteId=student&bbsConfigFK=2870,1,,,,,,,
,총학생회,대학총학생회,회/세칙개정위원회,http://student.sogang.ac.kr/front/cmsboardlist.do?siteId=student&bbsConfigFK=2871,1,,,,,,,
,총학생회,대학총학생회,중앙선거관리위원회,http://student.sogang.ac.kr/front/cmsboardlist.do?siteId=student&bbsConfigFK=2906,1,,,,,,,
,총학생회,대학원총학생회,학생회 공지,http://sggradsa.sogang.ac.kr/front/cmsboardlist.do?siteId=sggradsa&bbsConfigFK=3387,1,,,,,,,
,총학생회,대학원총학생회,학술 및 특강 공지,http://sggradsa.sogang.ac.kr/front/cmsboardlist.do?siteId=sggradsa&bbsConfigFK=3388,1,,,,,,,
,총학생회,대학원총학생회,장학공지,http://sggradsa.sogang.ac.kr/front/cmsboardlist.do?siteId=sggradsa&bbsConfigFK=3406,1,,,,,,,
,총학생회,대학원총학생회,문화 사업 및 생활 공지,http://sggradsa.sogang.ac.kr/front/cmsboardlist.do?siteId=sggradsa&bbsConfigFK=3389,1,,,,,,,
,총학생회,대학원총학생회,성평등 위원회 공지사항,http://sggradsa.sogang.ac.kr/front/cmsboardlist.do?siteId=sggradsa&bbsConfigFK=3389,1,,,,,,,
,총학생회,대학원총학생회,커뮤니티 공지사항,http://sggradsa.sogang.ac.kr/front/cmsboardlist.do?siteId=sggradsa&bbsConfigFK=3056,1,,,,,,,
